2015-10-26 09:19:12 main INFO  XmlBeanDefinitionReader:316 - Loading XML bean definitions from class path resource [application_context.xml]
2015-10-26 09:19:18 main INFO  TransactionalTestExecutionListener:276 - Began transaction (1) for test context [DefaultTestContext@3a14456a testClass = OperationBuilderFactoryTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.factory.OperationBuilderFactoryTest@8d94ff0, testMethod = testProduceAllOperation@OperationBuilderFactoryTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@730f1a19 testClass = OperationBuilderFactoryTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@51c340ec]; rollback [true]
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/mysql/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/tomcat/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/java/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/nginx/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/redis/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/cloudeploy/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/cloudeploydocker/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/docker/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/consul/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:50 - transformparser/consul_template/result.yaml's classes or defines to Node
2015-10-26 09:19:18 main INFO  OperationBuilderFactory:81 - try to find a protype with name: consul_template
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:65 - Begining createNewOperation for cloudeploy::default::consul_template::install
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:254 - createParams for node:consul_template_install_node
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:209 - $vconsul_template_install_node_1677379163 = {
	"consul_template" => {
		'os' => $os,
'consul_port' => $consul_port,
'arch' => $arch,
'install_method' => $install_method,
'package_name' => $package_name,
'manage_group' => $manage_group,
'bin_dir' => $bin_dir,
'service_ensure' => $service_ensure,
'version' => $version,
'consul_token' => $consul_token,
'manage_user' => $manage_user,
'extra_options' => $extra_options,
'download_url' => $download_url,
'consul_host' => $consul_host,
'package_ensure' => $package_ensure,
'consul_retry' => $consul_retry,
'config_dir' => $config_dir,
'purge_config_dir' => $purge_config_dir,
'group' => $group,
'init_style' => $init_style,
'user' => $user,
'service_enable' => $service_enable,

	}
}
if !defined(Class["consul_template"]){
	create_resources('class', $vconsul_template_install_node_1677379163)
	contain consul_template
}

2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:96 - define cloudeploy::default::consul_template::install(
  $os="${$consul_template::params::os}",
$consul_port="8500",
$arch="${$consul_template::params::arch}",
$install_method="url",
$package_name="consul-template",
$manage_group=true,
$bin_dir="/usr/local/bin",
$service_ensure="running",
$version="0.6.0",
$consul_token="",
$manage_user=true,
$download_url="https://github.com/hashicorp/consul-template/releases/download/v${version}/consul-template_${version}_${os}_${arch}.tar.gz",
$extra_options="",
$consul_host="localhost",
$package_ensure="latest",
$config_dir="/etc/consul-template",
$consul_retry="10s",
$purge_config_dir=true,
$group="consul-t",
$user="consul-t",
$init_style="${$consul_template::params::init_style}",
$service_enable=true,
){
	$vconsul_template_install_node_1677379163 = {
	"consul_template" => {
		'os' => $os,
'consul_port' => $consul_port,
'arch' => $arch,
'install_method' => $install_method,
'package_name' => $package_name,
'manage_group' => $manage_group,
'bin_dir' => $bin_dir,
'service_ensure' => $service_ensure,
'version' => $version,
'consul_token' => $consul_token,
'manage_user' => $manage_user,
'extra_options' => $extra_options,
'download_url' => $download_url,
'consul_host' => $consul_host,
'package_ensure' => $package_ensure,
'consul_retry' => $consul_retry,
'config_dir' => $config_dir,
'purge_config_dir' => $purge_config_dir,
'group' => $group,
'init_style' => $init_style,
'user' => $user,
'service_enable' => $service_enable,

	}
}
if !defined(Class["consul_template"]){
	create_resources('class', $vconsul_template_install_node_1677379163)
	contain consul_template
}


}

2015-10-26 09:19:18 main INFO  OperationBuilderFactory:81 - try to find a protype with name: consul_template::watch
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:65 - Begining createNewOperation for cloudeploy::default::consul_template::watch
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:254 - createParams for node:consul_template_watch_node
2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:209 - $vconsul_template_watch_node_545179210 = {
	"consul_template_watch_node_${name}" => {
		'template' => $template,
'command' => $command,
'destination' => $destination,

	}
}
if !defined(::Consul_template::Watch["consul_template_watch_node_${name}"]){
	create_resources('::consul_template::watch', $vconsul_template_watch_node_545179210)
}

2015-10-26 09:19:18 main INFO  EdgeTypedGraphOperationBuilderRefacted:96 - define cloudeploy::default::consul_template::watch(
  $template,
$command,
$destination,
){
	$vconsul_template_watch_node_545179210 = {
	"consul_template_watch_node_${name}" => {
		'template' => $template,
'command' => $command,
'destination' => $destination,

	}
}
if !defined(::Consul_template::Watch["consul_template_watch_node_${name}"]){
	create_resources('::consul_template::watch', $vconsul_template_watch_node_545179210)
}


}

2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:298 - Rolled back transaction after test execution for test context [DefaultTestContext@3a14456a testClass = OperationBuilderFactoryTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.factory.OperationBuilderFactoryTest@8d94ff0, testMethod = testProduceAllOperation@OperationBuilderFactoryTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@730f1a19 testClass = OperationBuilderFactoryTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:276 - Began transaction (1) for test context [DefaultTestContext@8327bdd testClass = ToolFactoryTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.factory.ToolFactoryTest@2a61ee5f, testMethod = testYamlLoasAllMethod@ToolFactoryTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@368b4b6 testClass = ToolFactoryTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@51c340ec]; rollback [true]
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:298 - Rolled back transaction after test execution for test context [DefaultTestContext@8327bdd testClass = ToolFactoryTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.factory.ToolFactoryTest@2a61ee5f, testMethod = testYamlLoasAllMethod@ToolFactoryTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@368b4b6 testClass = ToolFactoryTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:276 - Began transaction (1) for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@4dd38a04, testMethod = testCreateTaskOfTomcatInstall@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@51c340ec]; rollback [true]
2015-10-26 09:19:19 main INFO  EdgeTypedGraphScriptService:60 - create task script for host:richard.agent1
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:292 - 进入createParams: 
startNode:tomcat_install_operation
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:262 - $vtomcat_install_operation_1745866151= {
"tomcat_install_operation_${name}" =>{
'source_url' => "http://archive.apache.org/dist/tomcat/tomcat-8/v8.0.9/bin/apache-tomcat-8.0.9.tar.gz",
'catalina_base' => "/opt/tomcatDirectory/tomcat",
}
}
if !defined(Cloudeploy::Default::Tomcat::Install["tomcat_install_operation_${name}"]){
create_resources('::cloudeploy::default::tomcat::install',$vtomcat_install_operation_1745866151)

}
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:292 - 进入createParams: 
startNode:tomcat_service_operation
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:262 - $vtomcat_service_operation_2063451994= {
"tomcat_service_operation_${name}" =>{
'catalina_base' => "/opt/apache-tomcat/tomcat",
'service_ensure' => running,
require =>Cloudeploy::Default::Tomcat::Install["tomcat_install_operation_${name}"],
}
}
if !defined(Cloudeploy::Default::Tomcat::Service["tomcat_service_operation_${name}"]){
create_resources('::cloudeploy::default::tomcat::service',$vtomcat_service_operation_2063451994)

}
2015-10-26 09:19:19 main ERROR EdgeTypedGraphScriptService:91 - store task script file failed
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:298 - Rolled back transaction after test execution for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@4dd38a04, testMethod = testCreateTaskOfTomcatInstall@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:276 - Began transaction (2) for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@64bf1589, testMethod = testCreateTaskOfTomcatConfig@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@51c340ec]; rollback [true]
2015-10-26 09:19:19 main INFO  EdgeTypedGraphScriptService:60 - create task script for host:richard.agent1
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:292 - 进入createParams: 
startNode:tomcat_config_operation
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:262 - $vtomcat_config_operation_603263829= {
"tomcat_config_operation_${name}" =>{
'http_connector_port' => "8080",
'catalina_base' => "/opt/apache-tomcat/tomcat",
'shutdownPort' => "8005",
'ajp_connector_redirectPort' => "8443",
'ajp_connector_port' => "8009",
'http_connector_redirectPort' => "8443",
}
}
if !defined(Cloudeploy::Default::Tomcat::Config["tomcat_config_operation_${name}"]){
create_resources('::cloudeploy::default::tomcat::config',$vtomcat_config_operation_603263829)

}
2015-10-26 09:19:19 main ERROR EdgeTypedGraphScriptService:91 - store task script file failed
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:298 - Rolled back transaction after test execution for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@64bf1589, testMethod = testCreateTaskOfTomcatConfig@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:276 - Began transaction (3) for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@2b355624, testMethod = testCreateTaskOfTomcatDelete@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@51c340ec]; rollback [true]
2015-10-26 09:19:19 main INFO  EdgeTypedGraphScriptService:60 - create task script for host:richard.agent1
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:292 - 进入createParams: 
startNode:tomcat_delete_operation
2015-10-26 09:19:19 main INFO  EdgeTypedGraphOperationBuilder:262 - $vtomcat_delete_operation_1964573366= {
"tomcat_delete_operation_${name}" =>{
'catalina_base' => "/opt/apache-tomcat/tomcat",
'catalina_home' => "/opt/apache-tomcat/tomcat",
}
}
if !defined(Cloudeploy::Default::Tomcat::Delete["tomcat_delete_operation_${name}"]){
create_resources('::cloudeploy::default::tomcat::delete',$vtomcat_delete_operation_1964573366)

}
2015-10-26 09:19:19 main ERROR EdgeTypedGraphScriptService:91 - store task script file failed
2015-10-26 09:19:19 main INFO  TransactionalTestExecutionListener:298 - Rolled back transaction after test execution for test context [DefaultTestContext@1f947dde testClass = EdgeTypedGraphScriptServiceTest, testInstance = cn.ac.iscas.cloudeploy.v2.model.service.script.impl.EdgeTypedGraphScriptServiceTest@2b355624, testMethod = testCreateTaskOfTomcatDelete@EdgeTypedGraphScriptServiceTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7b0a3486 testClass = EdgeTypedGraphScriptServiceTest, locations = '{classpath:/application_context.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{dev}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]
2015-10-26 09:19:19 Thread-2 INFO  GenericApplicationContext:873 - Closing org.springframework.context.support.GenericApplicationContext@3cca6f82: startup date [Mon Oct 26 09:19:13 CST 2015]; root of context hierarchy
2015-10-26 09:19:19 Thread-2 INFO  LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
2016-03-03 16:20:04 main INFO  PuppetParser:82 - parser/redis/tree.yaml
2016-03-03 16:20:26 main INFO  PuppetParser:82 - parser/redis/tree.yaml
